v ATLAS
# This file was created by ATLAS version 5.26.1.R on Sat Jan 01 10:25:40 2022.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 1 (V) 
# Electrode #2 = 0.7 (V) 
# Electrode #3 = 0.7 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
o 3 DOS(1/eV cm)  (electrons)  x=0 
o 4 DOS(1/eV cm)  (electrons)  x=0.035 
o 5 J(A/eV)  (electrons)  x=0.01 
p 5 3000  3001  3002  3003  3004 
d  -1.16051626   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.14778584   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.13081195   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.12207141   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.11509145   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.11109507   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.10817114   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.10535111   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.10322128   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.10110763   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09958103   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09782523   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09662377   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09513858   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09376812   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09262069   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09160349   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.09047727   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08941975   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08842561   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08772334   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08683967   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08601228   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08523546   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08452293   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08403283   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08341419   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08275381   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08205757   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.0812642   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.08037318   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07964376   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07858125   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07740212   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07609674   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07506405   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07377335   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07261303   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07154896   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.07080881   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06987889   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06900783   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.0681853   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06740343   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06685837   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06614691   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06547244   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06483147   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06420519   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.0636216   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06304656   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06263944   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06209702   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06159262   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06108823   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06061723   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.06014946   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05970469   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05927231   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05884698   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05854881   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05815125   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05776386   1e-014   4e-015   4e-015   2.43413403e-026  
d  -1.05740129   1e-014   4e-015   4e-015   2.43413403e-026  
